Jenjang;Fakultas;Tipe;Prodi;Jenis_Kelamin;Agama;Tanggal_Lulus;Lama_Studi;Periode_Wisuda;IPK;Jalur_Penerimaan;SPP;Level_UKT;Jenis_UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;16-08-2017;4 Tahun 0 Bulan;20171;3.39;SBMPTN;2500000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;PROTESTAN;16-08-2017;4 Tahun 0 Bulan;20171;3.49;SBMPTN;1500000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;L;PROTESTAN;13-01-2021;7 Tahun 5 Bulan;20203;2.87;SBMPTN;2000000;5;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;16-08-2017;NULL;20171;3.35;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;ISLAM;24-01-2018;4 Tahun 5 Bulan;20172;3.44;SBMPTN;1500000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Perpustakaan dan Sains Informasi;P;KATOLIK;24-07-2018;4 Tahun 11 Bulan;20174;3.2;SBMPTN;2500000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;ISLAM;16-01-2019;5 Tahun 5 Bulan;20182;3.44;SNMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;ISLAM;24-08-2017;4 Tahun 0 Bulan;20171;3.33;SNMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;ISLAM;08-02-2018;4 Tahun 6 Bulan;20173;3.05;SNMPTN;2500000;5;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;BUDHA;01-02-2019;5 Tahun 6 Bulan;20184;3.7;SNMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;L;BUDHA;22-08-2017;4 Tahun 0 Bulan;20171;3.91;SNMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;KATOLIK;30-10-2017;4 Tahun 2 Bulan;20171;3.4;SNMPTN;500000;1;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;ISLAM;24-08-2018;5 Tahun 0 Bulan;20181;3.5;SNMPTN;500000;1;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;ISLAM;11-07-2017;3 Tahun 11 Bulan;20171;3.6;SNMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;ISLAM;24-08-2017;4 Tahun 0 Bulan;20171;3.31;SNMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;PROTESTAN;23-08-2017;4 Tahun 0 Bulan;20172;3.65;SNMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;BUDHA;23-08-2018;5 Tahun 0 Bulan;20181;3.76;SNMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;PROTESTAN;08-02-2018;4 Tahun 6 Bulan;20173;3.1;SNMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;L;ISLAM;22-08-2017;4 Tahun 0 Bulan;20171;3.55;SNMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;ISLAM;22-08-2017;4 Tahun 0 Bulan;20171;3.46;SNMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;PROTESTAN;19-07-2019;5 Tahun 11 Bulan;20184;3.17;SNMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;ISLAM;08-02-2018;4 Tahun 6 Bulan;20173;3.29;SNMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;PROTESTAN;17-01-2020;6 Tahun 5 Bulan;20192;3.63;SNMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;ISLAM;25-07-2018;4 Tahun 11 Bulan;20174;3.18;SNMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;ISLAM;31-05-2018;4 Tahun 9 Bulan;20174;3.29;SNMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;PROTESTAN;06-02-2019;5 Tahun 6 Bulan;20184;3.55;SNMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;ISLAM;11-08-2017;4 Tahun 0 Bulan;20171;3.39;SNMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;ISLAM;03-12-2020;7 Tahun 4 Bulan;20202;3.11;SNMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;ISLAM;08-02-2018;4 Tahun 6 Bulan;20173;3.55;SNMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;PROTESTAN;20-10-2017;4 Tahun 2 Bulan;20171;3.25;SNMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;ISLAM;22-03-2019;NULL;20183;3.27;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;ISLAM;17-05-2019;NULL;20184;3.61;SNMPTN;NULL;NULL;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;PROTESTAN;04-01-2021;7 Tahun 5 Bulan;20202;3;SNMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;PROTESTAN;05-02-2018;4 Tahun 6 Bulan;20174;3.2;SBMPTN;2800000;6;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;BUDHA;23-08-2018;5 Tahun 0 Bulan;20181;3.72;SBMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;L;ISLAM;24-08-2018;5 Tahun 0 Bulan;20181;2.92;SBMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;PROTESTAN;21-01-2019;5 Tahun 5 Bulan;20182;3.22;SBMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;PROTESTAN;04-01-2021;7 Tahun 5 Bulan;20202;3.27;SBMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;PROTESTAN;07-12-2018;5 Tahun 4 Bulan;20182;3.47;SBMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;L;PROTESTAN;14-08-2019;6 Tahun 0 Bulan;20191;3.07;SBMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;PROTESTAN;22-08-2017;4 Tahun 0 Bulan;20171;3.37;SBMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;PROTESTAN;08-09-2020;7 Tahun 1 Bulan;20194;2.84;SBMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;PROTESTAN;26-04-2019;5 Tahun 8 Bulan;20183;3.24;SBMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;L;ISLAM;23-10-2018;5 Tahun 2 Bulan;20181;3.06;SBMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;L;PROTESTAN;19-07-2019;5 Tahun 11 Bulan;20184;3.01;SBMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;ISLAM;29-01-2018;4 Tahun 5 Bulan;20172;3.74;SBMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;KATOLIK;24-07-2019;5 Tahun 11 Bulan;20191;3.01;SNMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;ISLAM;08-02-2018;4 Tahun 6 Bulan;20173;3.42;SBMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;PROTESTAN;22-08-2017;4 Tahun 0 Bulan;20171;3.09;SBMPTN;2500000;5;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;ISLAM;20-10-2017;4 Tahun 2 Bulan;20171;3.2;SBMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;PROTESTAN;05-02-2018;4 Tahun 6 Bulan;20174;3.24;SBMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;L;PROTESTAN;25-08-2017;4 Tahun 0 Bulan;20171;2.96;SBMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;PROTESTAN;22-08-2017;4 Tahun 0 Bulan;20171;3.25;SBMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;L;ISLAM;24-08-2017;4 Tahun 0 Bulan;20181;3.12;SBMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;PROTESTAN;02-08-2019;6 Tahun 0 Bulan;20193;3.11;SBMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;PROTESTAN;23-10-2017;4 Tahun 2 Bulan;20171;3.5;SBMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;PROTESTAN;23-08-2017;4 Tahun 0 Bulan;20171;3.24;SBMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;ISLAM;29-01-2018;4 Tahun 5 Bulan;20172;2.68;SBMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;ISLAM;20-10-2017;4 Tahun 2 Bulan;20171;3.29;SBMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;PROTESTAN;30-10-2017;4 Tahun 2 Bulan;20171;3.31;SBMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;L;KATOLIK;07-12-2017;4 Tahun 4 Bulan;20172;3.03;SBMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;KATOLIK;14-12-2017;4 Tahun 4 Bulan;20172;2.87;SBMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;ISLAM;25-01-2018;4 Tahun 5 Bulan;20172;3.35;SBMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;ISLAM;25-08-2017;4 Tahun 0 Bulan;20171;3.01;SBMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;ISLAM;25-01-2018;4 Tahun 5 Bulan;20172;3.24;SBMPTN;2800000;6;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;L;ISLAM;08-02-2019;5 Tahun 6 Bulan;20183;3;SBMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;ISLAM;22-08-2017;4 Tahun 0 Bulan;20171;3.22;SBMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;PROTESTAN;08-07-2020;6 Tahun 11 Bulan;20202;3.24;SBMPTN;2300000;4;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;ISLAM;06-02-2019;5 Tahun 6 Bulan;20183;3.5;SBMPTN;2000000;3;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;L;PROTESTAN;29-01-2020;6 Tahun 5 Bulan;20192;3.21;SBMPTN;1000000;2;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;L;KATOLIK;27-07-2020;6 Tahun 11 Bulan;20194;3;SBMPTN;3000000;7;UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;L;PROTESTAN;29-01-2020;6 Tahun 5 Bulan;20192;3.56;Mandiri;5000000;8;Non UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;PROTESTAN;29-01-2018;4 Tahun 5 Bulan;20172;3.21;Mandiri;5000000;8;Non UKT
S-1;ILMU BUDAYA;Eksakta;Bahasa Mandarin;P;PROTESTAN;26-01-2018;4 Tahun 5 Bulan;20172;2.79;Mandiri;5000000;8;Non UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;PROTESTAN;22-08-2017;4 Tahun 0 Bulan;20171;3.2;SNMPTN;500000;1;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;PROTESTAN;22-08-2017;4 Tahun 0 Bulan;20171;3.28;SNMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;PROTESTAN;22-08-2017;4 Tahun 0 Bulan;20171;3.28;SNMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;PROTESTAN;23-08-2019;6 Tahun 0 Bulan;20191;3.02;SNMPTN;1700000;3;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;ISLAM;23-01-2018;4 Tahun 5 Bulan;20172;3.08;SNMPTN;3200000;7;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;ISLAM;23-01-2018;4 Tahun 5 Bulan;20172;3.08;SNMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;ISLAM;23-01-2018;4 Tahun 5 Bulan;20172;3.08;SNMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;ISLAM;12-01-2021;7 Tahun 5 Bulan;20202;2.9;SNMPTN;1700000;3;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;PROTESTAN;14-08-2018;5 Tahun 0 Bulan;20181;2.95;SNMPTN;3200000;7;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;PROTESTAN;14-08-2018;5 Tahun 0 Bulan;20181;2.95;SNMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;PROTESTAN;14-08-2018;5 Tahun 0 Bulan;20181;2.95;SNMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;PROTESTAN;16-08-2017;4 Tahun 0 Bulan;20171;3.02;SNMPTN;3200000;7;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;PROTESTAN;16-08-2017;4 Tahun 0 Bulan;20171;3.02;SNMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;PROTESTAN;16-08-2017;4 Tahun 0 Bulan;20171;3.02;SNMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;ISLAM;16-08-2019;NULL;20191;3.04;SNMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;PROTESTAN;22-08-2017;4 Tahun 0 Bulan;20171;3.15;SNMPTN;1000000;2;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;PROTESTAN;22-08-2017;4 Tahun 0 Bulan;20171;3.15;SNMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;PROTESTAN;22-08-2017;4 Tahun 0 Bulan;20171;3.15;SNMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;PROTESTAN;28-01-2020;6 Tahun 5 Bulan;20192;2.82;SNMPTN;1000000;2;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;ISLAM;15-08-2017;4 Tahun 0 Bulan;20171;2.99;SNMPTN;3200000;7;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;ISLAM;15-08-2017;4 Tahun 0 Bulan;20171;2.99;SNMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;ISLAM;15-08-2017;4 Tahun 0 Bulan;20171;2.99;SNMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;PROTESTAN;23-01-2018;4 Tahun 5 Bulan;20172;3.16;SNMPTN;3200000;7;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;PROTESTAN;23-01-2018;4 Tahun 5 Bulan;20172;3.16;SNMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;PROTESTAN;23-01-2018;4 Tahun 5 Bulan;20172;3.16;SNMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;PROTESTAN;24-08-2017;4 Tahun 0 Bulan;20171;3.26;SNMPTN;3200000;7;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;PROTESTAN;24-08-2017;4 Tahun 0 Bulan;20171;3.26;SNMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;PROTESTAN;24-08-2017;4 Tahun 0 Bulan;20171;3.26;SNMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;ISLAM;22-08-2017;4 Tahun 0 Bulan;20171;3.2;SNMPTN;500000;1;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;ISLAM;22-08-2017;4 Tahun 0 Bulan;20171;3.2;SNMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;ISLAM;22-08-2017;4 Tahun 0 Bulan;20171;3.2;SNMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;ISLAM;23-01-2018;4 Tahun 5 Bulan;20172;2.89;SNMPTN;2100000;4;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;ISLAM;23-01-2018;4 Tahun 5 Bulan;20172;2.89;SNMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;ISLAM;23-01-2018;4 Tahun 5 Bulan;20172;2.89;SNMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;PROTESTAN;06-02-2018;NULL;20172;3.42;SNMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;PROTESTAN;06-02-2018;NULL;20172;3.56;SNMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;PROTESTAN;06-02-2018;NULL;20172;3.56;SNMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;PROTESTAN;24-10-2017;4 Tahun 2 Bulan;20171;3.09;SNMPTN;500000;1;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;PROTESTAN;24-10-2017;4 Tahun 2 Bulan;20171;3.09;SNMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;PROTESTAN;24-10-2017;4 Tahun 2 Bulan;20171;3.09;SNMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;ISLAM;01-08-2017;NULL;20171;3.13;SNMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;ISLAM;01-08-2017;NULL;20171;3.13;SNMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;ISLAM;01-08-2017;NULL;20171;3.13;SNMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;BUDHA;18-07-2017;3 Tahun 11 Bulan;20171;3.43;SBMPTN;3200000;7;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;BUDHA;18-07-2017;3 Tahun 11 Bulan;20171;3.43;SBMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;BUDHA;18-07-2017;3 Tahun 11 Bulan;20171;3.43;SBMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;ISLAM;11-09-2020;7 Tahun 1 Bulan;20194;2.97;SBMPTN;2900000;6;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;PROTESTAN;24-08-2017;4 Tahun 0 Bulan;20171;3.36;SBMPTN;1000000;2;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;PROTESTAN;24-08-2017;4 Tahun 0 Bulan;20171;3.36;SBMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;PROTESTAN;24-08-2017;4 Tahun 0 Bulan;20171;3.36;SBMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;PROTESTAN;03-10-2017;4 Tahun 2 Bulan;20171;3.18;SBMPTN;2500000;5;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;PROTESTAN;03-10-2017;4 Tahun 2 Bulan;20171;3.18;SBMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;PROTESTAN;03-10-2017;4 Tahun 2 Bulan;20171;3.18;SBMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;ISLAM;24-08-2018;5 Tahun 0 Bulan;20181;3.15;SBMPTN;3200000;7;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;ISLAM;24-08-2018;5 Tahun 0 Bulan;20181;3.12;SBMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;ISLAM;24-08-2018;5 Tahun 0 Bulan;20181;3.12;SBMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;ISLAM;24-10-2017;4 Tahun 2 Bulan;20171;3.12;SBMPTN;500000;1;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;ISLAM;24-10-2017;4 Tahun 2 Bulan;20171;3.12;SBMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;ISLAM;24-10-2017;4 Tahun 2 Bulan;20171;3.12;SBMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;ISLAM;31-07-2019;5 Tahun 11 Bulan;20184;2.91;SBMPTN;3200000;7;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;PROTESTAN;05-12-2017;4 Tahun 4 Bulan;20172;3.02;SBMPTN;1700000;3;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;PROTESTAN;05-12-2017;4 Tahun 4 Bulan;20172;3.02;SBMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;PROTESTAN;05-12-2017;4 Tahun 4 Bulan;20172;3.02;SBMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;PROTESTAN;22-08-2017;4 Tahun 0 Bulan;20171;3.3;SBMPTN;2900000;6;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;PROTESTAN;22-08-2017;4 Tahun 0 Bulan;20171;3.3;SBMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;PROTESTAN;22-08-2017;4 Tahun 0 Bulan;20171;3.3;SBMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;PROTESTAN;07-07-2020;6 Tahun 11 Bulan;20194;3.16;SBMPTN;1700000;3;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;PROTESTAN;22-08-2017;4 Tahun 0 Bulan;20171;3.14;SBMPTN;3200000;7;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;PROTESTAN;22-08-2017;4 Tahun 0 Bulan;20171;3.14;SBMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;PROTESTAN;22-08-2017;4 Tahun 0 Bulan;20171;3.14;SBMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;PROTESTAN;23-06-2020;6 Tahun 10 Bulan;20194;3.16;SBMPTN;3200000;7;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;PROTESTAN;23-01-2018;4 Tahun 5 Bulan;20172;3.44;SBMPTN;3200000;7;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;PROTESTAN;23-01-2018;4 Tahun 5 Bulan;20172;3.44;SBMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;P;PROTESTAN;23-01-2018;4 Tahun 5 Bulan;20172;3.44;SBMPTN;NULL;NULL;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;ISLAM;04-01-2019;5 Tahun 5 Bulan;20182;2.85;SBMPTN;500000;1;UKT
S-1;MATEMATIKA DAN ILMU PENGETAHUAN ALAM;Eksakta;Fisika;L;ISLAM;04-01-2019;5 Tahun 5 Bulan;20182;2.85;SBMPTN;NULL;NULL;UKT
